qc_id,id,name,date,time,lon,lat,altitude,north,azimuth,camera mak,camera mod,title,comment,path,relpath,timestamp,icon_url
"0",2d2ed785-9848-4244-9385-1c622dfed2f8,TimePhoto_20200617_081603.jpg,2020/06/17,08:16:03.000,-54.6772069444444,-16.4603041666667,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_081603.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_081603.jpg,2020/06/17 08:16:03.000,./0.png
"1",441d9dfd-7e78-448b-85a9-4d8bf69f500b,TimePhoto_20200617_083328.jpg,2020/06/17,08:33:28.000,-54.6445388888889,-16.4714013888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_083328.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_083328.jpg,2020/06/17 08:33:28.000,./0.png
"2",78573db9-2d49-450f-b499-3984f9f784f5,TimePhoto_20200617_084532.jpg,2020/06/17,08:45:32.000,-54.6375819444444,-16.4556577777778,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_084532.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_084532.jpg,2020/06/17 08:45:32.000,./0.png
"3",83b98a31-3986-4d5c-b7ef-bc3232e52d72,TimePhoto_20200617_085434.jpg,2020/06/17,08:54:34.000,-54.6252775,-16.4511611111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_085434.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_085434.jpg,2020/06/17 08:54:34.000,./0.png
"4",bdd44736-3c5c-4645-85f7-3858f718f917,TimePhoto_20200617_090604.jpg,2020/06/17,09:06:04.000,-54.6285961111111,-16.4343461111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_090604.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_090604.jpg,2020/06/17 09:06:04.000,./0.png
"5",eef1c371-246f-4834-9a06-f781dc1e7236,TimePhoto_20200617_091525.jpg,2020/06/17,09:15:25.000,-54.6165536111111,-16.4259786111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_091525.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_091525.jpg,2020/06/17 09:15:25.000,./0.png
"6",76786674-422b-464c-bf2a-09c0d31744e9,TimePhoto_20200617_092351.jpg,2020/06/17,09:23:51.000,-54.6139636111111,-16.4384247222222,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_092351.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_092351.jpg,2020/06/17 09:23:51.000,./0.png
"7",a7b32faf-0eea-4d66-b4f6-6fbe5861fe0e,TimePhoto_20200617_095651.jpg,2020/06/17,09:56:50.000,-54.6074627777778,-16.4559438888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_095651.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_095651.jpg,2020/06/17 09:56:50.000,./0.png
"8",782a1a5d-2cd2-4f47-b2d9-96fc1c9ff499,TimePhoto_20200617_095726.jpg,2020/06/17,09:57:26.000,-54.607485,-16.4558461111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_095726.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_095726.jpg,2020/06/17 09:57:26.000,./0.png
"9",0446199d-0315-4078-a94a-5f9e3b56f726,TimePhoto_20200617_101622.jpg,2020/06/17,10:16:22.000,-54.6057772222222,-16.4522886111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_101622.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_101622.jpg,2020/06/17 10:16:22.000,./0.png
"10",510c828a-ad04-4312-9f33-8711f0c423b6,TimePhoto_20200617_102837.jpg,2020/06/17,10:28:37.000,-54.6189391666667,-16.4623797222222,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_102837.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_102837.jpg,2020/06/17 10:28:37.000,./0.png
"11",31616a3d-85d9-4934-9059-fe02fda0d611,TimePhoto_20200617_102950.jpg,2020/06/17,10:29:50.000,-54.6189202777778,-16.4622888888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/37) 17 06 20 - 15º Medição (final)\TimePhoto_20200617_102950.jpg,./37) 17 06 20 - 15º Medição (final)/TimePhoto_20200617_102950.jpg,2020/06/17 10:29:50.000,./0.png
